,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
2660,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6060,"He tucks radio into his breast pocket as she runs out of the vault. Strolling deeper inside, the elderly man",michael is an editor [MASK] an international student magazine .,michael is an editor ,gold,of an international student magazine .,for an international student magazine .,to an international student magazine .,in an international student magazine .,1
2661,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6043,"He empties the clip in someone's dead body, then connects a hard glare with his daughter's smiling sadistic gaze. Someone","finally , they copied my article [MASK] this competition .","finally , they copied my article ",gold,in this competition .,of this competition .,to this competition .,for this competition .,3
2662,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6064,"Now shirtless, the bald muscular thug waves the truck driver on, as he jaunts to the chopper. The bald thug",that are shown by the people who work or study [MASK] universities .,that are shown by the people who work or study ,gold,of universities .,to universities .,at universities .,in universities .,2
2663,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6031,"Outside, the helicopter slowly lowers the tank into position on the ground. As the chopper flies away, someone's men","in nepal students study individually , do not ask questions [MASK] the tutor even if they are confused .","in nepal students study individually , do not ask questions ",gold,in the tutor even if they are confused .,to the tutor even if they are confused .,of the tutor even if they are confused .,for the tutor even if they are confused .,2
2664,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6036,They douse everything with the tank's substance. Now someone and someone,"and started to raise a question , share my opinion [MASK] the tutor .","and started to raise a question , share my opinion ",gen,in the tutor .,of the tutor .,to the tutor .,with the tutor .,3
2665,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6046,"As she gazes into his eyes, someone flashes a loving smile and throws her arms around him. She","that while you are working for a year , people [MASK] your age are at university , and that means that","that while you are working for a year , people ",gen,"for your age are at university , and that means that","in your age are at university , and that means that","of your age are at university , and that means that","to your age are at university , and that means that",2
2666,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6054,"Using a walk behind electric forklift, he wheels the case on the path lit by the florescent lights. Meanwhile, someone and someone",is that you are gaining skills that you can apply [MASK] your future career .,is that you are gaining skills that you can apply ,gold,in your future career .,for your future career .,to your future career .,of your future career .,0
2667,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6047,She beams as someone rubs her cheek and steps past. He,"traditional automakers have been running prototypes , which are driving [MASK] self and nobody can steer the car .","traditional automakers have been running prototypes , which are driving ",gen,in self and nobody can steer the car .,to self and nobody can steer the car .,by self and nobody can steer the car .,of self and nobody can steer the car .,2
2668,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6003,"Now inside the plant, someone stands behind the tall florescence. He",who has got a handicap can not drive a car [MASK] theirself .,who has got a handicap can not drive a car ,gold,by theirself .,to theirself .,of theirself .,in theirself .,0
2669,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6003,"Now inside the plant, someone stands behind the tall florescence. He",this have got a devastating effect [MASK] her independence and freely living .,this have got a devastating effect ,gen,to her independence and freely living .,of her independence and freely living .,on her independence and freely living .,in her independence and freely living .,2
2670,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6039,She tilts her head and takes a small slow breath. Now someone and someone,is the fact that self driving cars are more saftier [MASK] no self driving cars .,is the fact that self driving cars are more saftier ,gold,than no self driving cars .,in no self driving cars .,to no self driving cars .,of no self driving cars .,0
2671,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6058,"Now, someone hurries to her dad. Someone",the rising number [MASK] deadly car accidents raise an important question to all of,the rising number ,gold,of deadly car accidents raise an important question to all of,to deadly car accidents raise an important question to all of,for deadly car accidents raise an important question to all of,in deadly car accidents raise an important question to all of,0
2672,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6049,"Outside the entrance, the helicopter touches down in a whirlwind of dust. Someone and someone",rising number in deadly car accidents raise an important question [MASK] all of us .,rising number in deadly car accidents raise an important question ,gold,of all of us .,to all of us .,for all of us .,in all of us .,2
2673,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6021,"Someone cautiously enters in front of his dad, aiming a flashlight - mounted rifle around the decaying room. Someone's weapon",rich people can buy it but people [MASK] the middle class not .,rich people can buy it but people ,gold,in the middle class not .,from the middle class not .,of the middle class not .,to the middle class not .,1
2674,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6051,"As they separate, someone glances over and receives a slight nod from his dad. Moving forward, they",be going on self driving cars can be an enrichment [MASK] our life .,be going on self driving cars can be an enrichment ,gold,to our life .,in our life .,for our life .,of our life .,1
2675,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6056,"On the ground, two men carry a case of uranium, as a masked man barks orders. Someone",", but particularly suitable for young people who need help [MASK] school projects or want to take up creative things as",", but particularly suitable for young people who need help ",gold,to school projects or want to take up creative things as,in school projects or want to take up creative things as,with school projects or want to take up creative things as,of school projects or want to take up creative things as,2
2676,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6011,The young man looks away. He,subject : the transports [MASK] my local area,subject : the transports ,gen,for my local area,of my local area,in my local area,to my local area,2
2677,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6015,"The drill breaks through to the other side, and the operator yanks it open. Another man",these are the combination [MASK] buses and your own car .,these are the combination ,gold,in buses and your own car .,to buses and your own car .,for buses and your own car .,of buses and your own car .,3
2678,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-3168,6001,"As they inspect the area with their flashlights, he faces a wall of safety deposit boxes. The car",playing football [MASK] a regular basis helps to maintain a good health .,playing football ,gold,of a regular basis helps to maintain a good health .,in a regular basis helps to maintain a good health .,on a regular basis helps to maintain a good health .,to a regular basis helps to maintain a good health .,2
